auction,date,year,place,house,name,artwork,price,image,imageTitle,pageUrl,lot,eastimateNew,priceNumAlt,soldRef,soldAlt,currency2,category,style,provenance,exhibitionNew,price for convert,All currency USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Large Stone Figure Of Buddha,China Northern Qi-sui Dynasty (ad 550-618),845000,http://www.christies.com/lotfinderimages/d58759/a_large_stone_figure_of_buddha_china_northern_qi-sui_dynasty_d5875963j.jpg,China Northern Qi-sui Dynasty (ad 550-618),http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 7,"Data unavailable, pls. refer Source.",,$845000,,,,,,,845000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Rare And Important Bronze Figure Of A Seated Yogi Possibly Padampa Sangye,Tibet 11th/12th Century,4869000,http://www.christies.com/lotfinderimages/d58759/a_rare_and_important_bronze_figure_of_a_seated_yogi_possibly_padampa_s_d5875964j.jpg,Tibet 11th/12th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 8,"Data unavailable, pls. refer Source.",,$4869000,,,,,,,4869000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Bronze Vajra,Tibet Circa 17th Century,68750,http://www.christies.com/lotfinderimages/d58759/a_bronze_vajra_tibet_circa_17th_century_d5875965j.jpg,Tibet Circa 17th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 9,"Data unavailable, pls. refer Source.",,$68750,,,,,,,68750,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Gilt Bronze Figure Of Manjushri,Nepal 11th Century,545000,http://www.christies.com/lotfinderimages/d58759/a_gilt_bronze_figure_of_manjushri_nepal_11th_century_d5875966j.jpg,Nepal 11th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 10,"Data unavailable, pls. refer Source.",,$545000,,,,,,,545000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Gilt Bronze Seated Figure Of Indra,Nepal 14th/15th Century,389000,http://www.christies.com/lotfinderimages/d58759/a_gilt_bronze_seated_figure_of_indra_nepal_14th_15th_century_d5875967j.jpg,Nepal 14th/15th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 11,"Data unavailable, pls. refer Source.",,$389000,,,,,,,389000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Bronze Figure Of Ratnasambhava,Northeastern India Pala Period First Half Of The 9th Century,269000,http://www.christies.com/lotfinderimages/d58759/a_bronze_figure_of_ratnasambhava_northeastern_india_pala_period_first_d5875968j.jpg,Northeastern India Pala Period First Half Of The 9th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 12,"Data unavailable, pls. refer Source.",,$269000,,,,,,,269000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Gilt Bronze Figure Of Vasudhara,Nepal 12th/13th Century,293000,http://www.christies.com/lotfinderimages/d58759/a_gilt_bronze_figure_of_vasudhara_nepal_12th_13th_century_d5875969j.jpg,Nepal 12th/13th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 13,"Data unavailable, pls. refer Source.",,$293000,,,,,,,293000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,An Important Dark Grey Limestone Figure Of Maitreya,China Longmen Caves Northern Wei Dynasty Or Later,1505000,http://www.christies.com/lotfinderimages/d58759/an_important_dark_grey_limestone_figure_of_maitreya_china_longmen_cave_d5875970j.jpg,China Longmen Caves Northern Wei Dynasty Or Later,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 14,"Data unavailable, pls. refer Source.",,$1505000,,,,,,,1505000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Large Marble Figure Of A Seated Lion,China Tang Dynasty (ad 618-907),317000,http://www.christies.com/lotfinderimages/d58759/a_large_marble_figure_of_a_seated_lion_china_tang_dynasty_d5875972j.jpg,China Tang Dynasty (ad 618-907),http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 16,"Data unavailable, pls. refer Source.",,$317000,,,,,,,317000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Very Rare Sancai-glazed Pottery Phoenix-head Ewer,China Tang Dynasty (ad 618-907),437000,http://www.christies.com/lotfinderimages/d58759/a_very_rare_sancai-glazed_pottery_phoenix-head_ewer_china_tang_dynasty_d5875973j.jpg,China Tang Dynasty (ad 618-907),http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 17,"Data unavailable, pls. refer Source.",,$437000,,,,,,,437000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Rare Large Bronze Octalobed Mirror,China Tang Dynasty (ad 618-907),161000,http://www.christies.com/lotfinderimages/d58759/a_rare_large_bronze_octalobed_mirror_china_tang_dynasty_d5875974j.jpg,China Tang Dynasty (ad 618-907),http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 18,"Data unavailable, pls. refer Source.",,$161000,,,,,,,161000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Very Rare Large Cizhou-type Russet-painted Black-ground Ovoid Jar Xiaokou Ping,China Jin-yuan Dynasty 13th Century,665000,http://www.christies.com/lotfinderimages/d58759/a_very_rare_large_cizhou-type_russet-painted_black-ground_ovoid_jar_xi_d5875975j.jpg,China Jin-yuan Dynasty 13th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 19,"Data unavailable, pls. refer Source.",,$665000,,,,,,,665000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Very Rare Yaozhou Celadon Carved Jar,China Northern Song Dynasty (ad 960-1127),161000,http://www.christies.com/lotfinderimages/d58759/a_very_rare_yaozhou_celadon_carved_jar_china_northern_song_dynasty_d5875976j.jpg,China Northern Song Dynasty (ad 960-1127),http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 20,"Data unavailable, pls. refer Source.",,$161000,,,,,,,161000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Wood Figure Of The Bodhisattva Jizo,Japan Nanbokucho-muromachi Period 14th-15th Century,149000,http://www.christies.com/lotfinderimages/d58759/a_wood_figure_of_the_bodhisattva_jizo_japan_nanbokucho-muromachi_perio_d5875977j.jpg,Japan Nanbokucho-muromachi Period 14th-15th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 21,"Data unavailable, pls. refer Source.",,$149000,,,,,,,149000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Large Bronze Figure Of Shiva,South India Tamil Nadu Chola Period 12th Century,665000,http://www.christies.com/lotfinderimages/d58759/a_large_bronze_figure_of_shiva_south_india_tamil_nadu_chola_period_12t_d5875978j.jpg,South India Tamil Nadu Chola Period 12th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 22,"Data unavailable, pls. refer Source.",,$665000,,,,,,,665000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,An Important Stone Head Of Buddha,Indonesia Central Java 9th Century,509000,http://www.christies.com/lotfinderimages/d58759/an_important_stone_head_of_buddha_indonesia_central_java_9th_century_d5875979j.jpg,Indonesia Central Java 9th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 23,"Data unavailable, pls. refer Source.",,$509000,,,,,,,509000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Sandstone Figure Of Shiva,Khmer Angkor Period Baphuon Style 10th/11th Century,365000,http://www.christies.com/lotfinderimages/d58759/a_sandstone_figure_of_shiva_khmer_angkor_period_baphuon_style_10th_11t_d5875980j.jpg,Khmer Angkor Period Baphuon Style 10th/11th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 24,"Data unavailable, pls. refer Source.",,$365000,,,,,,,365000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Large And Important Gilt Bronze Figure Of Avalokiteshvara,Nepal 13th Century,8229000,http://www.christies.com/lotfinderimages/d58759/a_large_and_important_gilt_bronze_figure_of_avalokiteshvara_nepal_13th_d5875981j.jpg,Nepal 13th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 25,"Data unavailable, pls. refer Source.",,$8229000,,,,,,,8229000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Rare And Highly Important Bronze Figure Of Shiva Gangadhara Nataraja,South India Tamil Nadu Chola Period 9th Century,2853000,http://www.christies.com/lotfinderimages/d58759/a_rare_and_highly_important_bronze_figure_of_shiva_gangadhara_nataraja_d5875982j.jpg,South India Tamil Nadu Chola Period 9th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 26,"Data unavailable, pls. refer Source.",,$2853000,,,,,,,2853000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Large Gilt Bronze Figure Of A Seated Maitreya,Nepal Licchavi Period 9th/10th Century,2045000,http://www.christies.com/lotfinderimages/d58759/a_large_gilt_bronze_figure_of_a_seated_maitreya_nepal_licchavi_period_d5875983j.jpg,Nepal Licchavi Period 9th/10th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 27,"Data unavailable, pls. refer Source.",,$2045000,,,,,,,2045000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Rare Bronze Figure Of Avalokiteshvara,Thailand 8th Century,185000,http://www.christies.com/lotfinderimages/d58759/a_rare_bronze_figure_of_avalokiteshvara_thailand_8th_century_d5875984j.jpg,Thailand 8th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 28,"Data unavailable, pls. refer Source.",,$185000,,,,,,,185000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Bronze Figure Of Buddha,Thailand 8th Century,269000,http://www.christies.com/lotfinderimages/d58759/a_bronze_figure_of_buddha_thailand_8th_century_d5875985j.jpg,Thailand 8th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 29,"Data unavailable, pls. refer Source.",,$269000,,,,,,,269000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Gray Schist Figure Of Buddha,Gandhara 2nd/3rd Century,125000,http://www.christies.com/lotfinderimages/d58759/a_gray_schist_figure_of_buddha_gandhara_2nd_3rd_century_d5875986j.jpg,Gandhara 2nd/3rd Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 30,"Data unavailable, pls. refer Source.",,$125000,,,,,,,125000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Granite Figure Of A Brahmani,South India Tamil Nadu Chola Period 12th Century,87500,http://www.christies.com/lotfinderimages/d58759/a_granite_figure_of_a_brahmani_south_india_tamil_nadu_chola_period_12t_d5875987j.jpg,South India Tamil Nadu Chola Period 12th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 32,"Data unavailable, pls. refer Source.",,$87500,,,,,,,87500,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Marble Figure Of An Attendant,India Rajasthan Or Gujarat 10th/11th Century,365000,http://www.christies.com/lotfinderimages/d58759/a_marble_figure_of_an_attendant_india_rajasthan_or_gujarat_10th_11th_c_d5875988j.jpg,India Rajasthan Or Gujarat 10th/11th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 33,"Data unavailable, pls. refer Source.",,$365000,,,,,,,365000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,An Important Bronze Figure Of Shiva Chandrashekhara,South India Tamil Nadu Vijayanagara Period 15th Century,665000,http://www.christies.com/lotfinderimages/d58759/an_important_bronze_figure_of_shiva_chandrashekhara_south_india_tamil_d5875989j.jpg,South India Tamil Nadu Vijayanagara Period 15th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 34,"Data unavailable, pls. refer Source.",,$665000,,,,,,,665000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,An Important Stone Figure Of Buddha,Thailand Dvaravati Period 8th Century,413000,http://www.christies.com/lotfinderimages/d58759/an_important_stone_figure_of_buddha_thailand_dvaravati_period_8th_cent_d5875990j.jpg,Thailand Dvaravati Period 8th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 35,"Data unavailable, pls. refer Source.",,$413000,,,,,,,413000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Sandstone Figure Of Avalokiteshvara,Khmer Angkor Period Angkor Wat Style 12th Century,425000,http://www.christies.com/lotfinderimages/d58759/a_sandstone_figure_of_avalokiteshvara_khmer_angkor_period_angkor_wat_s_d5875991j.jpg,Khmer Angkor Period Angkor Wat Style 12th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 36,"Data unavailable, pls. refer Source.",,$425000,,,,,,,425000,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Sandstone Figure Of Shiva,Khmer Angkor Period Bayon Style 12th/13th Century,112500,http://www.christies.com/lotfinderimages/d58759/a_sandstone_figure_of_shiva_khmer_angkor_period_bayon_style_12th_13th_d5875992j.jpg,Khmer Angkor Period Bayon Style 12th/13th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 37,"Data unavailable, pls. refer Source.",,$112500,,,,,,,112500,USD
"The Collection Of Robert Hatfield Ellsworth Part I - Masterworks Including Indian, Himalayan And Southeast Asian Works Of Art, Chinese And Japanese Works Of Art",17 MAR 2015,2015,"New York, Rockefeller Plaza",Christie's,A Stone Figure Of Ganesha,Indonesia East Java 12th Century,509000,http://www.christies.com/lotfinderimages/d58759/a_stone_figure_of_ganesha_indonesia_east_java_12th_century_d5875993j.jpg,Indonesia East Java 12th Century,http://www.christies.com/lotfinder/salebrowse.aspx?intsaleid=25850&viewType=list&num=60,Lot 38,"Data unavailable, pls. refer Source.",,$509000,,,,,,,509000,USD
